Id,Section,ui,Label,Enumeration,Notes,min,max,branching_logic,Unit,CDE Reference
health_status,Health Status,radio,"Would you say that (your) health in general is excellent, very good, good, fair or poor?","1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,RADx-rad Minimum CDE
protocol_id,Technology Metadata,text,Unique name or identifier for biosensor protocol,,example: ddPCR_SARS-CoV-2,,,,,RADx-rad DCC
technology_platform,Technology Metadata,text,Abbreviation or short label for technology,,example: ddPCR,,,,,RADx-rad DCC
technology_description,Technology Metadata,text,Short description of technology,,example: Droplet Digital PCR,,,,,RADx-rad DCC
technology_reference,Technology Metadata,url,"URL of publication, preprint, or website that describes technology",,,,,,,RADx-rad DCC
biorecognition_type,Technology Metadata,list,Type of molecular entity used for biosensor fabrication,aptamer | antibody | antigen | nanobody | primer | receptor,Multiple entities can be specified as list if biosenor uses a combination of molecular entities,,,,,RADx-rad DCC
analyte_type,Technology Metadata,list,Type of analyte(s) or target(s) to be detected,antigen | viral RNA | virus | antibody | human IgA | human IgG | human IgM | neutralizing antibody | EV RNA | VOC,example: virus,,,,,RADx-rad DCC
signal_detection,Technology Metadata,category,Type of signal generated by the methods or assay,amperometric | chemiluminescent | chromatographic | colorimetric | displacement | fluorogenic |  gas-chromatograpic | impedimetric | MS peak area | olfactory perception | Raman scattering intensity | voltammetric,example: amerometric,,,,,RADx-rad DCC
surface,Technology Metadata/Immobilization,text,Type of plate or electrode used in the methods or assay,,examples: polystyrene | gold electrode | carbon electrode,,,,,RADx-rad DCC
immobilization_reagent_name,Technology Metadata/Immobilization,text,Reagent used to immobilize a capture probe to a surface,,example: pyrrole,,,,,RADx-rad DCC
immobilization_reagent_inchi_key,Technology Metadata/Immobilization,text,InChI Key of the immobilization agent,,example: UAIUNKRWKOVEES-UHFFFAOYSA-N,,,,,RADx-rad DCC|https://pubchem.ncbi.nlm.nih.gov/|https://iupac.org/who-we-are/divisions/division-details/inchi/
immobilization_reagent_source,Technology Metadata/Immobilization,text,Supplier of reagent,,example: Sigma Aldrich,,,,,RADx-rad DCC
immobilization_reagent_source_id,Technology Metadata/Immobilization,text,Unique identifier or catalog number of immobilization reagent given by supplier,,,,,,,RADx-rad DCC
immobilization_reagent_source_url,Technology Metadata/Immobilization,text,URL of supplier catalog page or publication DOI link for immobilization reagent,,,,,,,RADx-rad DCC
capture_receptor_name,Technology Metadata/Receptor,text,Name of the capture receptor,,example: Human Angiotensin-Converting Enzyme 2,,,,,RADx-rad DCC
capture_receptor_region_start,Technology Metadata/Receptor,integer,Start residue of region,,example: 18,,,,,RADx-rad DCC
capture_receptor_region_end,Technology Metadata/Receptor,integer,End residue of region,,example: 611,,,,,RADx-rad DCC
capture_receptor_modification,Technology Metadata/Receptor,list,Name of modification attached to the receptor,,example: Biotin|C-terminal HIS,,,,,RADx-rad DCC
capture_receptor_formulation,Technology Metadata/Receptor,text,Formulation of capture receptor,,"example: pH: 7.4, constituents: 0.001% Zinc chloride, 0.32% Tris HCl, 10% Glycerol, 0.88% Sodium chloride",,,,,RADx-rad DCC
capture_receptor_purity,Technology Metadata/Receptor,text,Purity of capture receptor in percent (may include < and > signs),,example: >95,,,,%,RADx-rad DCC
capture_receptor_purification_method,Technology Metadata/Receptor,text,Method used for capture receptor purification,,example: SDS-PAGE,,,,,RADx-rad DCC
capture_receptor_source,Technology Metadata/Receptor,text,Supplier of antigen or publication,,example: abcam,,,,,RADx-rad DCC
capture_receptor_source_id,Technology Metadata/Receptor,text,Unique identifier or catalog number of receptor given by supplier,,example: ab151852,,,,,RADx-rad DCC
capture_receptor_source_name,Technology Metadata/Receptor,text,Name of receptor given by supplier,,example: Recombinant Human ACE2 protein,,,,,RADx-rad DCC
capture_receptor_source_url,Technology Metadata/Receptor,url,URL of supplier catalog page or publication DOI link,,example: https://www.abcam.com/recombinant-human-ace2-protein-ab151852.html,,,,,RADx-rad DCC
capture_receptor_id,Technology Metadata/Receptor,text,"Protein Sequence Database id, e.g., UniProt accession number or NCBI GenPept id",,,,,,,RADx-rad DCC
reporter_id,Technology Metadata/Reporter,text,"Protein Sequence Database id, e.g., UniProt accession number or NCBI GenPept id",,,,,,,RADx-rad DCC
reporter_region,Technology Metadata/Reporter,text,Domain or subunit name,,example: Receptor Binding Domain,,,,,RADx-rad DCC
reporter_organism_name,Technology Metadata/Reporter,text,NCBI organism name of reporter,,,,,,,RADx-rad DCC
reporter_organism_taxonomy_id,Technology Metadata/Reporter,text,NCBI taxonomy id of reporter,,,,,,,RADx-rad DCC
reporter_region_start,Technology Metadata/Reporter,integer,Start residue number of region,,example: 319,,,,,RADx-rad DCC
reporter_region_end,Technology Metadata/Reporter,integer,End residue number of region,,example: 591,,,,,RADx-rad DCC
reporter_modification,Technology Metadata/Reporter,text,Name of modification attached to the reporter,,example: C-terminal AVI-poly-HIS,,,,,RADx-rad DCC
reporter_conjugation,Technology Metadata/Reporter,text,Name of conjugation attached to the reporter,,example: HRP,,,,,RADx-rad DCC
reporter_mutations,Technology Metadata/Reporter,list,List of mutations with respect to reference protein sequence (see reporter_id),,example: N501Y|Y505H,,,,,RADx-rad DCC
reporter_formulation,Technology Metadata/Reporter,text,Formulation of reporter,,example: PBS|pH 7.4|0.1% ProClin 300,,,,,RADx-rad DCC
reporter_name,Technology Metadata/Reporter,text,"Name of the reporter (e.g., linked-enzyme antibody or non-enzymatic reporter molecule)",,example: Streptavidin-HRP,,,,,RADx-rad DCC
reporter_source_id,Technology Metadata/Reporter,text,Unique identifier or catalog number of reporter given by supplier,,example: ab151852,,,,,RADx-rad DCC
reporter_source_name,Technology Metadata/Reporter,text,Namer of reporter given by supplier,,,,,,,RADx-rad DCC
reporter_source,Technology Metadata/Reporter,text,Supplier of the reporter,,,,,,,RADx-rad DCC
reporter_source_url,Technology Metadata/Reporter,url,URL of supplier catalog page or publication DOI link,,,,,,,RADx-rad DCC
substrate_id,Technology Metadata/Substrate,text,"Unique identifeir, common short label, or acronym of the substrate",,example: TMB,,,,,RADx-rad DCC
substrate_name,Technology Metadata/Substrate,text,Name of the substrate,,"example: 3,3′,5,5′-Tetramethyl[1,1′-biphenyl]-4,4′-diamine",,,,,RADx-rad DCC
substrate_inchi_key,Technology Metadata/Substrate,text,InChI Key of the substrate,,example: UAIUNKRWKOVEES-UHFFFAOYSA-N,,,,,RADx-rad DCC|https://pubchem.ncbi.nlm.nih.gov/|https://iupac.org/who-we-are/divisions/division-details/inchi/
substrate_source,Technology Metadata/Substrate,text,Unique identifier or catalog number of the substrate given by supplier,,,,,,,RADx-rad DCC
substrate_source_id,Technology Metadata/Substrate,text,Unique identifier or catalog number the substrate given by supplier,,,,,,,RADx-rad DCC
substrate_source_url,Technology Metadata/Substrate,url,URL of supplier catalog page or publication DOI link,,,,,,,RADx-rad DCC
sample_id,Sample,text,Unique identifier for a spiked (contrived) sample,,,,,,,RADx-rad DCC
sample_media,Sample,text,Media used to prepare the spiked sample,,example: pooled saliva,,,,,RADx-rad DCC
sample_media_id,Sample,text,"Catalog number, batch number, etc. for the sample media",,,,,,,RADx-rad DCC
sample_media_source_name,Sample,text,Name of the sample media given by the provider,,,,,,,RADx-rad DCC
sample_media_source,Sample,text,Entity that provided the sample media,,example: Lee Biosolutions,,,,,RADx-rad DCC
sample_media_source_url,Sample,text,URL of the sample media provider,,example: https://www.leebio.com/product/1769/saliva-pooled-human-donors-991-05-p-prec,,,,,RADx-rad DCC
sample_concentration,Sample,float,Concentation of target analyte in the sample,,,,,,,RADx-rad DCC
sample_concentration_unit,Sample,text,Unit of the target analyte concentration,,example: copies/ml,,,,,RADx-rad DCC
target_organism_name,Target,text,NCBI organism name,,example: SARS-CoV-2,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
target_organism_taxonomy_id,Target,text,NCBI taxonomy id for organism,,example: 2697049,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
target_analyte_type,Sample,list,Type of analyte(s) or target(s) to be detected,antigen | genomic RNA | inactivated virus | live virus | pseudovirus | antibody | neutralizing antibody,example: antigen,,,,,RADx-rad DCC
standard_antibody_source_id,Sample/Antibody,text,Unique identifier or catalog number of standard antibody given by supplier,,,,,,,RADx-rad DCC
standard_antibody_name,Sample/Antibody,text,Name of the capture antibody,,,,,,,RADx-rad DCC
standard_antibody_isotype,Sample/Antibody,category,Isotype of antibody,IgA|IgG|IgM,example: IgG,,,,,RADx-rad DCC
standard_antibody_clonality,Sample/Antibody,category,Clonal state of the standard antibody,monoclonal | polyclonal | cocktail of monoclonal antibodies,,,,,,RADx-rad DCC
standard_antibody_source,Sample/Antibody,text,Supplier of the antibody or antibody conjugate or publication DOI link,,,,,,,RADx-rad DCC
standard_antibody_source_url,Sample/Antibody,url,URL of supplier catalog page or publication DOI link,,example:  https://doi.org/10.1002/anie.202107730,,,,,RADx-rad DCC
cohort_id,Clinical,text,Identifier for groups of patients,,,,,,,RADx-rad DCC
symptom_onset_days,Clinical,integer,Number of days since the onset of symptoms when the patient's sample was collected,,,,,,,RADx-rad DCC
days_since_first_vaccine,Clinical,integer,Number of days since the first COVID vaccination when the patient's sample was collected,,,,,,,RADx-rad DCC
days_since_second_vaccine,Clinical,integer,Number of days since the second COVID vaccination when the patient's sample was collected,,,,,,,RADx-rad DCC
covid_vaccine_type,Vaccine Acceptance,category,Covid vaccine type,Pfizer-BioNTech | Moderna | Novavax | J&J/Jansen | Pfizer-BioNTech Bivalent| Moderna Bivalent,FDA approved vaccines,,,,,RADx-rad DCC|https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/overview-COVID-19-vaccines.html?s_cid=11758:covid%20vaccine%20brands:sem.ga:p:RG:GM:gen:PTN:FY22
covid_vaccine,Vaccine Acceptance,radio,Have you received a COVID-19 vaccine?,"1, Yes | 0, No | 98,  not sure/prefer not to answer",,,,,,RADx-rad DCC
covid_vaccine_doses,Vaccine Acceptance,integer,How many COVID-19 vaccine doses have you received?,,"use 0 if covid_vaccine == 0, leave blank if covid_vaccine == 98",,,,,RADx-rad DCC
covid_test_target_disease_status,Covid Testing,radio,Participant Testing Disease Status,"1, Asymptomatic | 2, Pre-symptomatic illness | 3, Mild/Moderate outpatient illness | 4, Acute illness | 5, Severe/Critical inpatient illness| 6, Exposed | 9, Convalescent illiness",,,,,,RADx-UP Testing Core
covid_test_type,Covid Testing,radio,Test Method Target,"1, Antibody | 2, Antigen | 3, Nucleic acid/PCR | 4, Nucleic acid/Isothermal | 5, Molecular/host response | 6, Biochemical marker (eg, pH) | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_type_other,Covid Testing,text,Other method target,,,,,"[covid_test_type] = ""90""",,RADx-UP Testing Core
covid_test_specimen_type,Covid Testing,radio,Specimen Type,"1, Anterior nasal swab | 2, Mid-turbinate nasal swab | 3, Nasopharyngeal swab | 4, Oropharyngeal swab | 5, Nasal lavage | 6, Saliva | 7, Sputum | 8, Whole blood | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_specimen_type_other,Covid Testing,text,Other specimen type,,,,,"[covid_test_specimen_type] = ""90""",,RADx-UP Testing Core
covid_test_specimen_collector,Covid Testing,radio,Specimen Collector,"1, Self-collect | 2, Health Care Provider collected | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_result_raw,Covid Testing,text,Raw test result (if not a Positive/Negative/Failed report),,,,,,,RADx-UP Testing Core
covid_test_result,Covid Testing,radio,Test result,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,RADx-UP Testing Core
covid_diagnosis,Covid Testing,radio,Have you ever been diagnosed with COVID-19?,"1, Yes | 0, No | 98,  not sure/prefer not to answer",,,,,,RADx-rad DCC
sample_group,Sample,text,Unique identifier for a grouping of samples or runs,,,,,,,RADx-rad DCC
specimen_type,Assay Results,text,Specimen type used in assay,breath | hand odor | plasma | saliva | skin,example: saliva,,,,,RADx-rad DCC
specimen_dilution_factor,Assay Results,float,Dilution of specimen before test,,example: 10 (fold),,,,,RADx-rad DCC
assay_result,Assay Results,category,"Measured result. If other, specify result in assay_result_other",positive | negative | failed | lost | other,example: positive,,,,,RADx-rad DCC
assay_readout,Assay Results,float,Numerical assay readout,,example: 0.7,,,,,RADx-rad DCC
assay_readout_unit,Assay Results,text,Unit of assay_readout,,example: F,,,,,RADx-rad DCC
assay_readout_description,Assay Results,text,Description of assay readout type,,example: capacitance,,,,,RADx-rad DCC
sample_size,Analytical Performance,integer,Number of samples in a sample_group used to calculate metrics,,,,,,,RADx-rad DCC
limit_of_detection,Analytical Performance,float,Limit of Detection (LOD). The minimum amount or concentration of analyte that can be reliably distinguished from zero.,,"Armbruster DA, Pry T. Limit of blank, limit of detection and limit of quantitation. Clin Biochem Rev. 2008 Aug;29 Suppl 1(Suppl 1):S49-52. PMID: 18852857; PMCID: PMC2556583.",,,,,RADx-rad DCC|https://ncbi.nlm.nih.gov/pmc/articles/PMC2556583
limit_of_detection_unit,Analytical Performance,text,Concentration unit for limit_of_detection,,,,,,,"RADx-rad DCC "
area_under_the_roc_curve,Analytical/Clinical Performance,float,ROC-based performance. AUC under ROC curve.,,,,,,,RADx-rad DCC
study_population,Clinical Performance,text,The subjects/patients (and specimen types) included in the study,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
cohort_size,Clinical Performance,integer,Number of subject in a cohort (see cohort_id) used to calculate metrics,,,,,,,RADx-rad DCC
true_positives,Analytical/Clinical Performance,integer,True Positives (TP). The number of subjects/specimens with true positive test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
false_positives,Analytical/Clinical Performance,integer,False Positives (FP). The number of subjects/specimens with false positive test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
true_negatives,Analytical/Clinical Performance,integer,True Negatives (TN). The number of subjects/specimens with true negative test results.,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
false_negatives,Analytical/Clinical Performance,integer,False Negatives (FN). The number of subjects/specimens with false negative test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
clinical_sensitivity,Clinical Performance,float,The proportion of subjects with the target condition in whom the test is positive; calculated as 100xTP/(TP+FN). Used for comparison with a reference (Gold) standard.,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for clinical sensitivity.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_min,Clinical Performance,float,Lower bound of confidence interval for clinical sensitivity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_max,Clinical Performance,float,Upper bound of confidence interval for clinical sensitivity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity,Clinical Performance,float,The proportion of subjects without the target condition in whom the test is negative; calculated as 100xTN/(FP+TN).,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
clinical_specificity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for clinical specificity.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity_ci_min,Clinical Performance,float,Lower bound of confidence interval for clinical specificity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity_ci_max,Clinical Performance,float,Upper bound of confidence interval for clinical specificity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value,Clinical Performance,float,The proportion of test positive patients who have the target condition; calculated as 100xTP/(TP+FP),,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for positive predicted value.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_min,Clinical Performance,float,Lower bound of confidence interval for positive predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_max,Clinical Performance,float,Upper bound of confidence interval for positive predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value,Clinical Performance,float,The proportion of test negative patients who do not have the target condition; calculated as 100xTN/(TN+FN),,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
negative_predictive_value_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for negative predicted value.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value_ci_min,Clinical Performance,float,Lower bound of confidence interval or negative predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value_ci_max,Clinical Performance,float,Upper bound of confidence interval or negative predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_cutoff_description,Clinical Performance,text,Description of the clinical cutoff,,,,,,,RADx-rad DCC
clinical_cutoff_min,Clinical Performance,float,Test is considered positive if assay readout is geater than or equal the clinical_cutoff_min value,,,,,,,RADx-rad DCC
clinical_cutoff_min_unit,Clinical Performance,text,Unit of clinical_cutoff_min,,,,,,,RADx-rad DCC
